probe	GC	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
	100	100	10	0	0	0	100	0	0	0	86.6667	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	67.5	100	100	100	0	0
	100	13.3333	0	0	0	0	0	0	0	0	0	84.1667	0	0	0	0
	100	78.3333	1.66667	0	0	0	3.33333	0	0	1.66667	2.5	41.6667	1.66667	8.33333	0	0
	100	100	0	0	0	0	0	0	0	0	0	0	0	100	0	0
	100	100	0	0	0	0	0	0	0	0	0	75	0	2.5	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	50	0	0	0	0
	100	96.6667	0	0	0	0	0	0	0	0	0	51.6667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	51.6667	0	24.1667	0	0
	100	100	0	0	0	0	77.5	0	0	0	0	100	0	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	4.16667	0	0
	100	100	17.5	0	0	0	57.5	0	0	17.5	15	100	17.5	0	0	0
	100	100	0	0	0	0	91.6667	0	0	0	8.33333	100	0	0	0	0
	100	100	0	0	0	0	75.8333	40	0	38.3333	100	100	0	87.5	0	0
	100	100	0	0	0	0	100	0	0	0	40	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	96.6667	100	0	0	0	0
	100	100	0	0	12.5	0	100	0	0	95	0	100	0	0	0	0
	100	100	0	0	100	0	100	0	0	100	0	100	55.8333	60.8333	0	0
	100	100	0	66.6667	40.8333	0	100	0	3.33333	100	0	100	100	100	0	0
	100	100	98.3333	100	72.5	0	100	93.3333	0	99.1667	0	100	100	100	0	0
	100	100	100	48.3333	100	0	100	100	0	100	0	100	100	100	0	0
	100	100	100	0	100	0	100	94.1667	0	100	58.3333	100	100	100	0	0
	100	100	100	0	100	0	100	0	43.3333	100	100	100	100	100	0	0
	100	100	98.3333	0	98.3333	0	100	70.8333	98.3333	100	20.8333	100	100	100	0	0
	100	100	99.1667	0	99.1667	0	100	99.1667	99.1667	99.1667	0	100	100	100	0	0
	100	100	69.1667	0	82.5	0	75.8333	71.6667	70.8333	100	35.8333	100	100	100	12.5	0
	100	100	25.8333	25.8333	35.8333	25.8333	66.6667	25.8333	61.6667	37.5	100	100	65.8333	64.1667	27.5	26.6667
	100	100	0	23.3333	23.3333	0	87.5	25	0	26.6667	100	94.1667	0	0	0	0
	100	100	0	21.6667	21.6667	0	87.5	21.6667	0	25	100	94.1667	0	0	0	0
	100	100	0	0	0	0	27.5	24.1667	0	0	0	100	0	5.83333	0	0
	100	100	0	0	0	0	7.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	98.3333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	98.3333	0	0	0	0	100	0	0	0	0
	100	100	20.8333	0	20.8333	20.8333	100	20.8333	0	0	20.8333	100	20.8333	0	0	20.8333
	100	100	0	0	0	0	100	0	0	0	70.8333	100	32.5	60	0	0
	100	100	0	0	50.8333	0	100	0	19.1667	85.8333	100	100	99.1667	99.1667	0	0
	100	100	56.6667	0	98.3333	0	100	0	75	100	6.66667	100	77.5	100	0	0
	100	100	0	0	5	0	100	0	0	5	0	100	0	0.833333	0	0
	100	77.5	0	25.8333	0	0	94.1667	0	0	0	0	100	0	0	0	0
	100	77.5	0	50	0	0	73.3333	0	0	0	0	100	0	0	0	0
	100	100	31.6667	18.3333	0	29.1667	100	15	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	60	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	51.6667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	30.8333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	66.6667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	6.66667	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	35.8333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	1.66667	1.66667	0	0
	100	100	35	35	35	35	100	35	27.5	35	73.3333	100	35	0	0	0
	100	100	6.66667	6.66667	6.66667	6.66667	100	6.66667	6.66667	6.66667	64.1667	100	6.66667	0	0	0
	100	99.1667	0	0	0	0	99.1667	0	0	0	0	99.1667	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	48.3333	100	0	47.5	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	80	0	0
	100	100	0	0	0	0	100	0	0	0	5	100	0	100	0	0
	100	100	0	0	0	0	55.8333	0	0	0	55.8333	100	0	33.3333	0	0
	100	100	0	0	0	0	42.5	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	57.5	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	84.1667	99.1667	0	0	0	0
	100	100	100	90	100	100	100	90.8333	100	100	100	100	100	100	0	0
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	5.83333	8.33333
	100	100	100	100	100	100	100	100	100	100	99.1667	100	100	100	96.6667	99.1667
	100	100	100	93.3333	100	100	100	100	100	100	100	100	100	100	93.3333	93.3333
	100	100	100	98.3333	100	100	100	100	100	100	100	100	100	100	15.8333	20.8333
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	91.6667	96.6667
	100	100	70	60.8333	69.1667	69.1667	100	70	69.1667	70	100	100	94.1667	71.6667	0	60
	100	100	90	80.8333	89.1667	89.1667	100	90	89.1667	90	100	100	100	91.6667	0	80
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	62.5	100
	100	100	100	14.1667	100	100	100	97.5	100	100	100	100	100	100	0	14.1667
	100	100	85	82.5	86.6667	85	100	86.6667	86.6667	86.6667	95.8333	100	86.6667	86.6667	58.3333	65
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	88.3333	95.8333
	100	100	91.6667	98.3333	100	70	100	91.6667	97.5	99.1667	100	100	98.3333	91.6667	55.8333	65.8333
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100
	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	37.5	0	0
	100	100	0	0	12.5	0	100	32.5	0	40	88.3333	100	87.5	100	0	0
	100	100	0	3.33333	100	0	100	100	86.6667	100	59.1667	100	100	100	0	0
	100	100	0	100	100	0	100	100	100	100	0	100	100	100	0	0
	100	100	50.8333	100	100	0	100	100	100	100	0	100	100	100	0	0
	100	100	100	100	90.8333	34.1667	100	100	80	100	44.1667	100	100	100	39.1667	0
	100	100	100	41.6667	0	0	100	100	0	26.6667	0	100	100	100	0	0
	100	100	56.6667	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	51.6667	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	54.1667	0	0	0	100	55.8333	0	100	100	100	100	100	0	0
	100	100	97.5	0	0	0	100	99.1667	0	100	100	100	100	100	0	0
	100	100	24.1667	25	0	23.3333	32.5	33.3333	0	8.33333	24.1667	100	25.8333	24.1667	0	24.1667
	100	100	35	22.5	0	0	22.5	22.5	0	13.3333	18.3333	100	17.5	13.3333	0	22.5
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	63.3333	0	0
	100	100	0	0	0	0	95	0	0	0	0	100	0	84.1667	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	68.3333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	26.6667	0	0	0	0	100	0	68.3333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	7.5	0	0
	100	100	0	0	0	0	50.8333	0	0	0	0	99.1667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	15	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	34.1667	0	0	0	0	100	0	0	0	0
	100	100	0	20.8333	0	0	99.1667	0	0	0	26.6667	100	17.5	60	0	0
	100	100	26.6667	0	0	0	100	0	0	45	0	100	100	100	0	0
	100	100	43.3333	0	0	0	100	0	0	83.3333	0	100	100	100	0	0
	100	100	60.8333	0	0	0	100	0	0	95.8333	0	100	100	100	0	0
	100	100	61.6667	0	0	0	100	0	0	98.3333	0	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	51.6667	0	100	100	100	0	0
	100	100	0	0	0	0	61.6667	0	0	0	0	100	11.6667	11.6667	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	60.8333	0	0	66.6667	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	82.5	100	0	0	0	0
	100	100	0	0	0	0	82.5	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	94.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	64.1667	100	85	85	0	0
	100	100	0	0	0	0	100	0	0	0	51.6667	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	80	100	61.6667	61.6667	0	0
	100	100	0	0	0	0	100	0	0	0	53.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	86.6667	100	0	0	0	0
	100	100	0	0	0	0	0	99.1667	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	66.6667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	40.8333	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	52.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	32.5	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	38.3333	100	0	0	0	0
	100	100	0	0	0	0	0	4.16667	0	0	0.833333	11.6667	0	0	0	0
	100	100	0	0	0	0	71.6667	0	0	0	100	100	65	44.1667	0	0
	100	100	0	0	0	0	100	0	0	0	25	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	19.1667	100	44.1667	11.6667	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	73.3333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	70	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	89.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	65.8333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	50.8333	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	31.6667	0	100	41.6667	30	0	0
	100	100	25.8333	0	0	35.8333	100	45	0	87.5	0	100	100	100	0	0
	100	100	100	0	89.1667	100	100	100	0	100	84.1667	100	100	100	0	0
	100	100	100	9.16667	100	100	100	100	42.5	100	100	100	100	100	0	0
	100	100	99.1667	99.1667	100	100	100	100	100	100	100	100	100	100	0	0
	100	100	100	100	100	100	100	100	100	100	75	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	51.6667	100	100	100	0	0
	100	100	80.8333	0	39.1667	0	100	0	0	98.3333	100	100	98.3333	98.3333	0	0
	100	100	0	0	0	0	100	0	0	65	59.1667	100	65	65	0	0
	100	100	0	0	0	0	100	0	0	51.6667	38.3333	100	0	0	84.1667	0
	100	100	0	0	22.5	0	100	0	0	100	90	100	22.5	0	100	0
	100	100	0	0	100	0	100	0	0	100	0	100	100	89.1667	42.5	0
	100	100	0	0	15	0	100	0	0	100	0	100	100	99.1667	0	0
	100	1.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	75	24.1667	0	0	0
	100	100	0	0	0	0	0	0	0	0	60.8333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	83.3333	100	0	19.1667	0	0
	100	100	0	0	0	0	45	0	0	0	53.3333	100	0	38.3333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	100	0	0	0
	100	100	0	0	0	0	67.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	95	0	0	0	0
	100	100	0	0	0	0	11.6667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	51.6667	0	0	0	0	99.1667	0	5	0	0
	100	100	0	0	0	0	40.8333	0	0	0	0	99.1667	0	15.8333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	64.1667	100	0	0	0	0
	100	100	0	0	0	0	98.3333	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	66.6667	100	0	0	0	0
	100	100	0	0	45	0	100	0	0	0	0	100	0	37.5	0	0
	100	100	0	0	99.1667	0	100	38.3333	0	53.3333	0	100	71.6667	100	0	0
	100	100	73.3333	0	100	18.3333	100	99.1667	40.8333	100	0	100	100	100	0	0
	100	100	100	0	100	100	100	100	67.5	100	61.6667	100	100	100	0	0
	100	100	100	0	100	87.5	100	99.1667	0	100	100	100	100	100	0	0
	100	100	100	0	100	100	100	100	0	100	53.3333	100	100	100	0	0
	100	100	100	0	26.6667	71.6667	100	24.1667	0	100	0	100	100	100	0	0
	100	100	100	0	100	96.6667	100	0	0	100	5	100	100	100	0	0
	100	100	100	0	80.8333	14.1667	100	0	0	100	100	100	100	100	0	0
	100	100	26.6667	0	69.1667	0	100	0	0	100	51.6667	100	100	100	0	0
	100	100	0	0	95	18.3333	100	0	0	95	0	100	100	100	0	0
	100	100	0	0	53.3333	0	100	90	0	100	44.1667	100	100	100	0	0
	100	100	66.6667	0	100	0	100	100	0	100	100	100	100	100	0	0
	100	100	93.3333	1.66667	100	0	100	100	0	100	85.8333	100	100	100	0	0
	100	100	0	100	100	0	100	100	0	100	100	100	100	100	0	0
	100	100	0	38.3333	50.8333	0	100	38.3333	0	50.8333	36.6667	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	15.8333	25.8333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	9.16667	0	5	0	0	0	0	100	10	11.6667	0	0
	100	100	0	0	28.3333	0	21.6667	0	0	0	21.6667	100	37.5	37.5	0	0
	100	100	0	0	0	0	97.5	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	76.6667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	56.6667	100	0	0	0	0
	100	100	0	0	100	0	100	0	0	73.3333	0	100	30.8333	95.8333	0	0
	100	100	100	0	100	80	100	0	0	100	100	100	100	100	0	0
	100	100	26.6667	0	5.83333	1.66667	100	0	0	100	100	100	100	100	0	0
	100	100	22.5	0	1.66667	0	100	0	0	100	100	100	100	100	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	57.5	0	100	0	100	0	0	100	0	100	100	100	0	0
	100	100	100	28.3333	100	0	100	0	100	100	94.1667	100	100	100	0	0
	100	100	100	95.8333	100	0	100	95.8333	100	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	100	26.6667	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	80	100	100	100	100	100	100	0	0
	100	100	100	0	100	0	100	0	100	100	93.3333	100	100	100	0	0
	100	100	100	0	100	0	100	0	50.8333	100	27.5	100	100	100	0	0
	100	100	65	0	16.6667	0	100	0	0	100	0	100	86.6667	100	0	0
	100	14.1667	9.16667	0	0	0	59.1667	9.16667	0	0	39.1667	91.6667	0	0	0	0
	100	100	100	0	100	0	100	6.66667	0	100	0	100	100	100	0	0.833333
	100	100	100	58.3333	95.8333	70.8333	100	0	0	100	0	100	100	100	0	0
	100	100	100	90	100	74.1667	100	0	0	100	0	100	100	100	0	0
	100	100	0	0	7.5	0	21.6667	0	0	7.5	0	100	0	100	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	30	0	0
	100	100	0	0	0	0	96.6667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	67.5	0	0	13.3333	100	100	0	13.3333	0	0
	100	100	17.5	11.6667	17.5	16.6667	20	20	16.6667	20	100	100	24.1667	24.1667	8.33333	20
	100	100	52.5	52.5	55.8333	80	70	66.6667	30.8333	46.6667	78.3333	100	91.6667	91.6667	19.1667	35.8333
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	42.5	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	48.3333	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	33.3333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	89.1667	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	20	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	33.3333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	40	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	87.5	78.3333	0	0	0	0	97.5	0	0	0	0	76.6667	0	0	0	0
	96.6667	90.8333	0	0	0	0	100	0	0	0	0	93.3333	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	3.33333	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	8.33333	0	8.33333	0	97.5	0	8.33333	8.33333	100	100	25	25	0	0
	100	100	100	0	100	0	100	0	100	100	39.1667	100	100	100	0	0
	100	100	73.3333	0	73.3333	0	100	0	73.3333	73.3333	11.6667	100	73.3333	88.3333	0	0
	100	79.1667	0	0	0	0	79.1667	0	0	0	0	100	0	0	0	0
	100	70.8333	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	81.6667	0	0	0
	100	100	0	0	0	0	1.66667	0	0	0	0	100	30.8333	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	11.6667	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	97.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	97.5	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	52.5	0	52.5	0	100	16.6667	0	52.5	0	100	53.3333	55	0	0
	100	100	100	0	100	0	100	100	0	100	0	100	100	100	0	0
	100	100	47.5	0	100	0	100	57.5	0	100	0	100	100	100	0	0
	100	100	0	0	100	0	100	0	0	100	0	100	100	100	0	0
	100	100	0	0	72.5	0	100	0	0	100	26.6667	100	100	100	0	0
	100	100	55	0	16.6667	0	100	41.6667	1.66667	100	100	100	100	100	0	0
	100	100	100	0	100	25.8333	100	100	100	100	100	100	100	100	0	0
	100	100	100	59.1667	100	100	100	20.8333	100	100	58.3333	100	100	100	0	0
	100	100	37.5	95	37.5	37.5	100	0	35	37.5	0	100	37.5	100	0	0
	100	100	0	27.5	23.3333	0	61.6667	16.6667	18.3333	0	27.5	100	33.3333	25	0	30.8333
	100	100	0	0	0	0	0	0	0	0	0	83.3333	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	90	0	0	0	0
	100	77.5	62.5	0	0	0	100	0	0	61.6667	0	100	100	100	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	44.1667	100	0	0	0	0
	100	100	0	0	0	0	10.8333	0	0	0	0	99.1667	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	22.5	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	55	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	36.6667	32.5	22.5	23.3333	0	35	0	32.5	21.6667	3.33333	62.5	31.6667	33.3333	24.1667	37.5
	100	100	13.3333	18.3333	0	0	19.1667	0	15	6.66667	17.5	100	23.3333	23.3333	4.16667	23.3333
	100	100	0	0	0	0	0	0	0	0	38.3333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	6.66667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	50	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	75.8333	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	45	0
	100	100	0	0	0	0	100	0	0	34.1667	0	100	0	0	100	0
	100	100	0	0	0	0	100	0	0	58.3333	0	100	0	0	97.5	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	65	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	100	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	12.5	0	100	0	0	0	0
	100	100	0	0	0	0	35	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	55	48.3333	47.5	0	66.6667	0	100	59.1667	59.1667	0	0
	100	100	42.5	53.3333	53.3333	40	33.3333	54.1667	0	42.5	61.6667	100	54.1667	54.1667	42.5	0
	100	100	0	0	0	0	31.6667	0	0	0	81.6667	100	0	0	0	0
	100	100	0	0	0	0	90	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	99.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	2.5	0	100	0	2.5	2.5	0	100	0	0.833333	0	0
	100	100	0	0	100	38.3333	100	0	100	100	0	100	0	100	0	0
	100	100	0	0	100	100	100	0	100	100	0	100	0	100	0	0
	100	100	0	0	97.5	1.66667	100	0	29.1667	97.5	0	100	0	1.66667	0	0
	100	100	0	0	15	0	100	0	0	35.8333	0	100	0	61.6667	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	50.8333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	82.5	0	0
	100	100	22.5	0	21.6667	24.1667	97.5	23.3333	0	20.8333	0	100	25	95	25	0
	100	100	11.6667	0	33.3333	25	0	0	32.5	0	0	84.1667	52.5	35.8333	0	0
	100	100	0	0	0	0	0	0	0	0	0	100	0	0	29.1667	0
	100	100	0	0	0	0	84.1667	0	0	0	0	100	0	0	0	0
	100	100	56.6667	45	82.5	0	99.1667	0	56.6667	82.5	67.5	100	81.6667	81.6667	0	0
	100	100	100	100	100	0	100	85	100	100	75	100	100	100	0	0
	100	100	100	27.5	100	0	100	100	100	100	2.5	100	100	100	0	0
	100	100	59.1667	0	100	0	100	100	75.8333	100	100	100	100	100	0	0
	100	100	5.83333	0	86.6667	0	100	100	22.5	63.3333	100	100	76.6667	76.6667	0	0
	100	100	23.3333	0	0	0	99.1667	0	0	39.1667	0	100	40	40	0	0
	100	100	100	0	0	0	100	0	0	100	0	100	100	100	0	0
	100	100	0	0	0	0	100	55.8333	0	10.8333	77.5	100	0	0	0	0
	100	100	45	0	76.6667	0	100	100	0	100	85.8333	100	0	75.8333	0	0
	100	100	59.1667	0	100	0	100	100	0	100	67.5	100	0	99.1667	0	0
	100	100	0	0	16.6667	0	100	61.6667	0	100	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	29.1667	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	79.1667	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	84.1667	66.6667	0	0	0	26.6667	100	0	0	0	0
	100	100	24.1667	0	0	5	90.8333	0	0	25	70.8333	100	35	35	0	0
	100	100	99.1667	0	80	0	100	0	0	99.1667	54.1667	100	100	100	0	0
	100	100	100	0	100	0	100	0	0	100	0	100	100	100	0	0
	100	100	24.1667	0	45.8333	0	61.6667	0	0	45.8333	0	100	45.8333	45.8333	0	20
	100	100	0	0	0	0	75.8333	0	0	0	0	100	47.5	50	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	66.6667	100	0	0
	100	100	0	0	0	0	100	0	0	0	40	100	0	12.5	0	0
	100	100	0	0	0	0	97.5	0	0	0	100	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	40.8333	100	0	0	0	0
	100	100	0	0	0	0	33.3333	0	0	0	33.3333	100	0	0	0	0
	100	100	0	0	0	0	0	0	0	0	95	100	0	0	0	0
	100	100	100	0	100	0	100	100	100	100	79.1667	100	100	100	99.1667	0
	100	100	76.6667	0	99.1667	0	100	89.1667	5.83333	100	83.3333	100	100	100	8.33333	0
	100	100	0	0	0	0	100	0	0	45.8333	0	100	93.3333	100	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	3.33333	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	94.1667	0	0	0	0	100	0	0	0	0
	100	100	0	0	0	0	100	0	0	0	0	100	0	0	0	0
	100	100	42.5	31.6667	0	0	90	61.6667	0	49.1667	24.1667	100	54.1667	50	0	46.6667
	100	100	0	0	0	0	80	0	0	0	21.6667	98.3333	0	0	0	0
