																																				
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	Undetermined_S0_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	Undetermined_S0_L001_identity	ZL10_S3_L001_identity
HtGene1607	5265	30.4	5265	5265	0	0	0	0	3898	704	0	89	2827	5265	119	0	173	4691	0	50.5	50.5	51.9	0	0	0	56.0	80.1	0	75.1	60.5	50.3	77.3	80.7	85.8	51.6	0
HtGene1614	5940	24.4	5940	5940	0	0	0	0	1646	0	0	342	1675	5926	720	549	0	4041	0	50.6	50.6	83.0	0	86.7	0	73.6	0	0	83.9	68.5	50.6	82.3	81.8	0	52.8	0
HtGene1615	588	24.1	588	588	0	0	0	0	588	0	0	0	0	587	0	0	0	422	0	100.0	100.0	0	0	0	0	95.6	0	0	0	99.5	99.7	0	0	0	99.5	0
HtGene1622	2061	26.5	2061	2061	208	0	207	0	1936	261	0	372	685	2061	370	513	0	1904	0	100.0	100.0	100.0	0	100.0	0	94.1	94.3	0	98.1	99.4	99.3	96.6	94.5	0	99.6	0
HtGene1625	3681	32.8	3681	3680	0	0	0	0	964	0	0	0	1474	3680	0	264	0	2606	0	51.3	50.2	0	0	91.9	0	74.9	0	0	0	62.3	51.0	90.1	92.7	0	51.7	93.2
HtGene1628	858	26.3	858	820	0	0	0	0	806	0	0	163	164	858	237	441	0	729	0	100.0	100.0	100.0	0	0	0	95.1	0	0	100.0	99.7	99.9	95.3	94.4	0	99.0	0
HtGene1631	2637	24.8	2637	2389	0	0	0	0	360	0	0	0	230	2637	0	0	0	1863	0	49.1	49.0	87.9	0	0	0	80.7	0	0	0	63.5	49.3	100.0	75.9	90.5	51.3	88.0
HtGene1636	3468	34.9	3468	3468	144	0	175	0	1830	563	0	244	1767	3468	366	241	49	2969	0	100.0	100.0	100.0	0	100.0	0	95.9	87.8	0	94.3	99.1	99.1	98.1	100.0	100.0	99.0	0
HtGene1638	1053	30.4	1053	1053	629	0	549	209	862	339	256	737	262	1053	733	730	0	907	0	51.9	51.9	59.7	0	66.3	70.6	52.9	68.9	63.1	60.5	66.7	51.8	60.6	60.6	0	52.5	82.7
HtGene1642	657	33.8	657	657	440	0	368	227	618	225	281	446	0	657	447	447	0	552	0	100.0	99.8	94.9	99.2	98.9	100.0	94.7	86.0	100.0	93.4	100.0	99.8	90.9	90.9	87.2	100.0	0
HtGene1644	825	32.7	825	825	501	0	543	0	825	765	0	714	312	825	704	742	0	714	0	52.4	52.4	60.8	0	56.9	80.2	49.3	49.2	76.7	52.7	62.2	52.4	47.7	50.7	0	50.7	0
HtGene1648	870	32.8	870	870	362	0	218	276	870	836	0	613	436	870	428	543	182	752	0	100.0	100.0	95.4	0	100.0	100.0	93.9	85.5	100.0	98.8	99.4	99.3	91.9	96.8	95.8	100.0	0
HtGene1652	420	35.7	420	420	0	0	0	0	349	0	0	0	284	420	0	0	0	396	0	100.0	100.0	0	0	0	0	97.4	100.0	0	100.0	99.7	99.5	100.0	0	0	100.0	0
HtGene1657	3150	26.5	3150	3150	0	0	0	0	762	0	0	0	306	3137	0	0	0	2789	0	53.1	53.2	89.3	0	0	0	70.4	0	0	0	68.1	52.8	71.4	73.7	0	53.2	0
HtGene1662	621	26.9	621	621	0	0	0	0	430	0	0	0	137	621	0	0	0	591	0	100.0	100.0	0	0	100.0	0	94.9	0	0	0	99.3	98.7	0	0	0	100.0	0
HtGene1665	654	29.4	641	467	0	0	256	0	467	117	0	256	0	530	256	256	0	462	0	52.0	51.4	64.1	0	46.9	0	50.7	51.4	0	46.1	0	50.8	53.8	56.4	64.0	46.3	0
HtGene1670	4026	27.1	4026	3951	865	0	1002	445	3201	1238	417	1914	534	4014	1737	1560	32	3025	0	100.0	100.0	97.0	0	96.3	100.0	95.2	87.5	98.8	96.7	99.6	98.9	95.1	94.1	97.0	99.4	100.0
HtGene1671	1695	31.0	1695	1695	290	0	559	0	1262	255	297	635	520	1695	622	618	0	1432	0	45.2	45.2	72.4	0	63.0	77.9	50.4	75.1	77.0	62.4	57.0	45.1	62.4	59.4	0	44.6	0
HtGene1688	1146	29.1	1079	955	0	0	0	0	888	418	0	183	436	1064	447	396	0	812	0	50.6	51.6	77.9	0	78.5	0	55.9	65.7	0	78.7	60.9	51.8	68.6	68.0	0	54.5	0
HtGene1689	6780	33.9	6779	6780	0	0	0	0	0	121	6	0	2342	6780	0	500	301	6406	0	50.0	50.4	80.8	89.1	81.0	88.5	75.7	83.2	85.2	83.4	61.1	50.1	84.0	73.9	76.2	50.2	89.6
HtGene1690	3300	36.2	3297	3300	0	0	0	65	96	335	0	0	1392	3284	64	56	72	3135	0	50.8	50.6	88.2	96.0	94.5	84.7	93.4	81.9	0	85.1	59.7	51.6	93.4	93.4	95.0	50.6	0
HtGene1695	5508	33.5	5508	5508	827	0	830	263	4737	1796	261	1070	1399	5508	1357	1388	68	4816	0	100.0	100.0	97.5	99.7	97.9	98.7	94.9	87.8	99.3	93.7	99.1	99.0	95.5	94.7	95.4	99.8	0
HtGene1697	375	33.1	375	375	151	0	134	0	375	356	96	326	0	375	186	178	0	319	0	44.3	44.3	66.3	0	49.7	0	40.5	47.3	65.9	43.2	0	44.0	64.7	67.2	0	41.4	0
HtGene1698	2460	27.5	2460	2460	0	0	0	0	1560	0	0	0	0	2460	0	0	0	2278	0	51.9	51.9	0	0	93.8	0	64.5	91.9	0	0	72.6	51.6	84.0	74.8	0	51.8	0
HtGene1707	2547	33.7	2547	2547	0	0	0	0	0	0	0	0	770	2547	0	0	0	2464	0	51.4	51.4	86.8	0	0	0	82.3	0	0	0	62.3	51.8	87.4	84.5	0	51.4	0
HtGene1711	2751	29.7	2751	2751	283	0	0	0	2483	313	0	553	483	2751	561	676	0	2531	0	49.5	49.5	86.9	0	88.5	0	52.3	80.6	0	83.1	72.4	50.6	72.5	73.6	0	51.5	0
HtGene1714	5559	33.9	5555	5559	0	0	0	0	225	0	0	0	1536	5559	0	220	0	5416	0	50.5	50.5	94.7	0	0	0	86.0	0	0	0	70.8	50.0	92.5	87.1	0	50.4	93.3
HtGene1715	8661	33.6	8661	8661	3970	0	4710	1639	8207	4219	1974	5687	2261	8661	6463	7007	582	7420	0	100.0	100.0	96.9	100.0	97.3	99.1	94.0	88.6	98.7	94.5	99.1	99.1	91.6	92.8	89.6	99.2	100.0
HtGene1718	1443	35.8	1443	1443	617	0	523	0	1359	777	296	830	455	1443	835	962	0	1026	0	100.0	100.0	98.8	0	96.1	0	95.0	84.7	100.0	94.2	99.1	99.2	92.0	92.5	0	99.9	0
HtGene1727	1251	28.1	1251	1251	0	0	0	0	1251	0	0	0	737	1251	0	0	0	1193	0	52.1	52.1	0	0	0	0	51.1	100.0	0	0	57.3	51.8	0	78.7	0	51.4	0
HtGene1740	3399	28.0	3399	3294	588	190	674	0	3222	858	663	1172	926	3399	1648	1958	0	2660	0	100.0	100.0	99.0	100.0	99.5	100.0	95.4	87.5	100.0	96.8	99.0	99.1	93.7	95.6	0	99.7	0
HtGene1746	1665	30.0	1665	1550	0	0	0	0	924	187	0	0	127	1579	0	0	101	916	0	100.0	100.0	100.0	0	0	0	93.7	100.0	0	100.0	99.6	99.5	100.0	100.0	100.0	100.0	0
HtGene1748	3195	31.3	3195	3195	0	0	0	207	1661	0	0	0	204	3195	193	202	0	2608	0	100.0	100.0	0	0	0	100.0	95.9	92.9	0	100.0	99.3	98.6	96.6	95.1	0	99.8	0
HtGene1750	3546	33.4	3546	3546	271	0	0	0	922	109	0	0	1023	3546	311	373	0	3171	0	48.8	48.8	89.5	0	88.4	92.3	75.8	90.1	0	0	70.2	48.7	85.1	78.6	0	49.1	87.1
HtGene1751	888	29.1	888	888	167	0	0	0	783	460	0	324	0	865	571	463	0	717	0	100.0	100.0	93.7	0	0	0	95.0	87.3	0	94.4	98.8	99.1	93.7	93.4	0	97.3	100.0
HtGene1753	1320	31.7	1320	1320	525	0	187	0	1221	131	0	356	640	1320	770	774	0	1167	0	50.2	50.2	64.8	87.6	75.0	0	50.0	74.2	0	63.9	59.1	50.8	58.6	55.5	0	51.0	0
HtGene1765	1869	36.0	1869	1869	479	0	561	243	1484	832	495	770	1162	1869	672	681	0	1637	0	48.7	48.7	75.3	0	70.5	76.3	55.8	65.3	69.8	68.0	54.5	49.0	71.5	66.4	81.8	49.3	0
HtGene1766	1224	36.7	1224	1224	193	0	206	0	1224	475	0	279	556	1224	449	500	124	1060	0	49.3	49.3	78.2	0	77.7	77.6	48.2	59.5	0	76.7	57.0	50.6	65.6	60.2	86.7	48.2	0
HtGene1767	2256	31.2	2256	2256	0	0	0	0	1091	0	0	0	574	2256	0	0	25	1785	0	50.7	50.7	84.9	0	0	0	58.6	88.9	0	0	66.1	49.8	0	74.3	80.0	52.1	0
HtGene1771	945	37.6	945	945	410	0	752	0	945	640	551	764	365	945	657	641	33	803	0	100.0	100.0	95.8	0	92.6	100.0	94.5	87.5	96.4	92.8	99.7	99.3	93.4	91.9	93.9	99.5	100.0
HtGene1772	1356	33.4	1356	1356	1161	144	1020	198	1356	1346	651	1282	582	1356	1356	1356	0	1219	0	100.0	100.0	98.3	100.0	96.3	99.0	94.8	89.2	98.9	96.7	99.6	99.6	90.3	91.8	100.0	97.6	0
HtGene1776	1179	32.1	1179	1179	189	0	158	0	1179	515	0	407	240	1179	662	585	0	1064	0	49.2	49.2	79.3	0	82.8	0	47.6	62.1	79.9	70.1	66.2	49.3	61.0	64.0	0	48.0	0
HtGene1777	1341	26.2	1341	1341	177	0	159	0	673	221	0	200	402	1341	224	201	0	1061	0	51.0	51.0	83.4	0	80.2	0	66.4	79.4	0	83.9	65.3	50.6	68.1	70.7	0	49.5	0
HtGene1778	993	26.0	990	984	0	0	0	0	568	332	231	231	140	993	319	418	0	759	0	100.0	99.8	100.0	0	100.0	0	95.5	88.3	93.7	100.0	97.8	97.3	95.7	99.2	0	99.8	0
HtGene1781	3534	31.9	3534	3484	1417	254	1832	717	3024	2497	956	2290	649	3474	2644	2459	680	2781	0	100.0	100.0	98.0	100.0	95.8	99.0	94.3	87.7	97.4	94.7	99.1	99.4	92.3	94.6	90.4	99.5	0
HtGene1794	1080	31.9	1080	1080	438	0	516	0	949	0	201	782	431	995	657	716	0	929	0	49.4	49.4	62.1	0	61.2	74.6	49.5	0	70.9	55.9	53.5	49.8	59.0	57.9	0	50.3	0
HtGene1796	5466	33.6	5466	5455	342	0	244	156	1896	209	0	336	1958	5459	548	615	0	4211	0	99.9	100.0	95.6	0	98.9	100.0	97.6	83.7	98.8	96.7	98.4	98.7	93.5	96.4	98.7	99.4	0
HtGene1798	2085	35.2	2085	2085	396	0	0	218	1639	266	228	465	797	2085	592	743	0	1815	0	50.0	50.0	69.8	77.5	68.6	69.5	52.9	72.9	80.8	62.2	62.4	50.0	66.2	62.8	0	50.1	87.5
HtGene1802	2562	29.7	2562	2396	533	171	637	0	1466	1129	0	1008	275	2493	1051	1061	37	1625	0	99.9	100.0	99.3	96.4	95.7	100.0	95.3	90.9	100.0	94.1	99.5	99.1	93.3	92.0	100.0	99.9	0
HtGene1804	1932	28.7	1932	1931	215	0	373	0	1572	120	219	460	634	1932	629	836	0	1678	0	50.3	50.3	80.8	0	81.2	0	54.7	77.0	77.9	74.7	65.3	49.9	70.5	65.7	0	50.3	0
HtGene1811	576	30.7	576	527	0	0	0	0	553	0	0	0	0	576	149	144	0	381	0	49.3	49.3	68.7	0	68.5	0	50.9	0	0	63.7	67.3	49.3	59.7	68.8	0	51.2	68.9
HtGene1819	1236	33.9	1236	1236	290	0	263	0	1236	781	0	342	356	1236	370	389	0	1111	0	50.0	50.0	80.1	0	77.2	0	51.1	58.1	0	77.3	65.1	50.2	68.4	55.5	0	50.9	0
HtGene1826	5139	27.9	5139	5124	569	0	0	277	4549	497	0	509	1270	5139	883	921	0	4072	0	99.9	99.9	97.1	98.9	0	94.1	95.6	87.1	0	98.9	99.1	98.9	94.9	95.2	99.3	99.9	98.0
HtGene1827	957	31.9	957	957	351	0	362	0	957	374	223	505	432	957	512	521	0	802	0	47.6	47.6	69.2	77.7	63.6	76.7	48.3	64.1	71.4	58.7	58.2	47.6	59.3	62.3	0	47.8	0
HtGene1830	1653	31.8	1653	1580	1110	253	1293	523	1535	1178	695	1344	895	1653	1426	1445	0	1421	0	100.0	100.0	95.5	100.0	97.2	97.6	95.1	88.6	97.7	95.7	99.5	99.3	92.3	92.1	0	99.1	0
HtGene1833	585	27.5	459	351	116	0	0	0	258	121	0	121	153	351	121	121	0	364	0	100.0	100.0	100.0	0	100.0	0	96.7	96.2	0	99.6	98.8	99.4	99.0	97.5	0	100.0	0
HtGene1839	1221	35.3	1221	1221	0	0	0	0	725	47	0	0	555	1221	125	0	221	1106	0	51.3	51.3	82.0	0	0	0	59.7	81.2	0	0	69.5	50.8	69.9	83.9	79.2	51.6	0
HtGene1854	684	32.2	684	684	0	0	0	0	684	122	0	133	155	684	0	0	0	612	0	51.2	51.2	0	0	0	0	51.3	78.7	0	80.3	67.6	50.6	83.4	90.4	44.7	50.8	0
HtGene1857	2892	30.5	2892	2892	389	97	357	116	820	234	296	441	1038	2892	511	513	190	2241	101	46.4	46.4	66.6	74.4	68.8	76.8	57.0	68.5	68.9	67.8	56.2	46.5	59.5	65.8	77.8	45.6	73.2
HtGene1861	1194	31.2	1194	1194	569	216	651	214	1194	1116	187	848	435	1194	977	977	0	1039	0	100.0	100.0	96.0	100.0	97.5	97.6	94.7	88.7	100.0	96.9	99.6	99.7	90.1	91.0	0	99.4	0
HtGene1864	2337	30.1	2337	2337	214	0	231	0	2315	0	0	286	890	2337	521	316	0	2107	0	50.9	50.9	87.9	0	85.4	0	51.6	0	0	87.5	67.4	51.4	78.4	71.2	0	52.3	0
HtGene1865	2730	35.3	2730	2730	1162	0	1142	265	2630	1295	476	1410	746	2730	1729	1694	0	2281	0	100.0	100.0	97.6	0	97.5	100.0	95.1	88.2	97.1	96.2	99.6	99.3	92.1	93.8	100.0	99.3	0
HtGene1870	1161	29.2	1161	1161	0	0	0	0	858	139	0	0	771	1161	0	0	0	1097	0	50.1	50.1	0	0	0	0	57.1	82.7	0	81.2	51.5	50.0	84.6	70.5	0	51.2	0
HtGene1881	9942	34.9	9843	9771	1096	92	1091	317	5407	974	89	1886	4414	9941	2121	2067	370	8505	0	44.9	45.4	77.3	90.1	80.5	88.3	60.0	76.7	84.8	75.2	60.1	44.5	71.5	74.6	83.2	44.5	92.9
HtGene1888	789	34.5	789	789	589	0	484	0	789	766	0	769	217	789	789	789	0	683	0	99.9	100.0	95.1	100.0	97.9	100.0	94.4	88.4	100.0	96.1	99.5	99.6	93.7	91.4	0	99.6	0
HtGene1891	2994	35.5	2994	2994	0	0	0	0	2016	0	0	0	1241	2994	0	206	0	2591	0	49.7	49.8	0	0	0	0	58.4	89.6	0	89.8	60.9	49.6	0	87.0	0	50.4	0
HtGene1892	1980	31.3	1980	1980	518	217	402	0	1375	885	390	1104	608	1980	1125	1149	0	1818	0	99.9	99.9	99.9	100.0	98.1	100.0	94.7	86.5	99.3	90.2	99.3	99.1	92.5	91.7	0	99.7	0
HtGene1901	1770	27.4	1770	1770	260	0	0	84	1484	585	267	378	217	1766	493	678	115	1189	0	99.9	99.9	97.0	0	100.0	100.0	95.5	92.2	100.0	99.3	100.0	98.5	94.5	94.3	100.0	99.5	0
HtGene1914	498	33.3	498	487	0	0	0	0	371	0	0	0	326	498	82	132	0	357	0	100.0	100.0	0	0	0	0	94.1	87.5	0	100.0	99.5	99.2	100.0	100.0	0	99.8	0
HtGene1919	1395	30.9	1395	1395	545	152	595	189	1336	683	287	657	396	1364	646	651	0	1038	0	100.0	100.0	93.5	100.0	95.5	99.6	95.7	90.4	97.1	91.4	99.9	99.3	90.8	91.7	0	99.6	0
HtGene1938	1887	29.5	1887	1887	0	0	183	0	1606	58	0	201	0	1887	300	327	0	1471	0	49.1	49.1	0	0	80.7	0	52.0	87.2	0	89.1	64.7	49.6	82.4	69.2	0	50.6	0
HtGene1950	1020	22.8	1020	1007	0	0	0	0	713	0	0	0	0	974	0	23	0	360	0	99.8	100.0	0	0	0	0	96.2	0	0	0	99.6	99.0	0	99.7	0	98.7	0
HtGene1953	825	28.2	825	825	0	0	0	0	771	211	0	0	245	825	0	0	0	604	0	54.3	54.3	0	0	0	0	53.0	71.1	0	0	73.5	54.3	58.0	0	0	53.9	0
HtGene1957	7695	36.5	7691	7687	0	0	0	0	1313	399	0	0	2246	7437	0	0	70	5180	0	100.0	100.0	97.9	99.3	0	0	96.8	93.8	0	100.0	98.3	97.7	100.0	100.0	100.0	99.8	0
HtGene1960	1785	28.4	1785	1785	159	0	317	0	1756	423	0	487	60	1785	597	772	0	1458	0	54.2	54.2	86.7	0	77.1	0	53.4	79.2	0	77.4	87.5	54.5	68.8	71.8	0	54.0	0
HtGene1977	17952	28.6	17948	17690	106	0	0	0	8294	86	0	0	7362	17546	118	234	0	14354	0	50.7	51.1	97.0	96.4	0	0	64.6	87.5	0	94.7	66.2	50.8	81.2	84.1	93.7	51.3	88.9
HtGene1979	1200	35.7	1200	1200	853	0	1045	534	1200	941	652	1056	691	1200	1058	1056	0	1078	0	100.0	100.0	97.0	0	96.2	97.8	95.4	90.2	98.7	96.0	99.3	99.7	91.2	93.6	0	99.3	0
HtGene1980	2463	35.0	2456	2463	887	0	795	0	1475	339	174	1043	1235	2457	1213	1227	0	2216	0	45.8	45.7	61.2	67.5	67.9	82.4	57.9	66.8	74.7	65.8	48.3	45.2	61.7	62.3	0	46.3	0
HtGene1981	2469	26.0	2469	2469	0	0	0	0	1358	0	0	0	468	2469	0	0	0	1400	0	50.9	50.9	0	0	0	0	61.2	86.1	0	0	75.9	51.1	82.0	87.1	0	52.3	0
HtGene1985	1548	27.5	1548	1548	317	0	295	0	1520	327	0	538	409	1548	457	473	0	1414	0	54.0	54.0	79.5	0	72.0	0	54.5	79.2	0	73.4	74.2	54.3	78.5	68.0	0	54.2	0
HtGene1986	1728	31.4	1726	1681	0	0	0	0	642	0	0	0	110	1679	0	0	0	1407	0	48.3	49.1	0	0	0	0	71.9	100.0	0	0	73.3	51.0	88.5	0	93.1	49.0	0
HtGene1994	2604	33.4	2604	2604	0	0	0	0	0	0	0	0	655	2604	0	115	135	2270	0	49.8	49.8	0	0	0	88.4	0	0	0	83.5	64.5	50.2	77.6	53.1	94.1	51.3	0
HtGene1996	6726	26.3	6725	6542	0	0	177	0	5143	0	0	333	1721	6726	572	1197	0	5528	0	50.4	50.5	92.2	0	81.8	0	54.5	92.6	69.8	81.9	70.4	50.4	73.7	76.4	0	51.4	0
HtGene1999	2898	27.6	2896	2760	0	0	0	0	806	182	0	124	1015	2885	109	199	86	2079	0	45.6	46.0	0	0	0	93.9	63.8	72.8	0	90.9	58.8	45.6	77.6	76.0	83.7	46.8	0
HtGene2001	2616	22.4	2475	1976	0	0	0	0	706	0	0	0	742	2284	0	0	0	1336	0	49.4	50.9	87.0	0	0	0	68.6	80.4	0	0	62.0	50.0	80.7	83.3	0	50.3	0
HtGene2002	5139	32.3	5139	5139	438	0	766	0	4663	147	0	987	2871	5139	1204	1388	0	4620	0	51.5	51.3	82.0	74.6	83.1	85.8	51.9	82.0	89.7	76.8	60.5	51.3	78.8	72.6	93.7	51.3	0
HtGene2005	2199	34.8	2195	2199	0	0	0	0	0	0	0	0	1338	2083	0	166	0	2162	0	48.6	48.6	0	0	70.9	84.4	63.4	0	0	0	53.9	50.4	0	51.2	0	48.6	0
HtGene2016	1683	29.8	1683	1683	345	0	440	0	1626	315	0	616	363	1683	465	508	0	1437	0	100.0	100.0	96.4	100.0	100.0	0	93.7	90.7	0	95.6	98.9	99.1	94.6	94.7	0	99.9	100.0
HtGene2017	6744	32.0	6744	6744	195	0	85	0	5008	153	0	827	1870	6744	628	1420	141	5856	0	49.0	49.1	69.3	0	76.5	0	54.4	78.1	0	69.5	64.7	48.7	69.2	67.9	74.1	48.2	86.3
HtGene2027	1170	28.5	1170	1170	452	0	350	169	1170	0	130	658	0	1170	745	771	0	1023	0	100.0	100.0	97.4	0	100.0	100.0	94.3	0	99.7	97.3	99.5	99.4	94.1	91.8	0	99.9	0
HtGene2028	2121	28.8	2121	2121	173	0	296	0	1551	226	0	517	314	2075	335	559	0	1942	0	47.9	47.9	79.1	89.7	81.2	0	56.4	83.0	0	71.5	73.2	48.7	60.4	60.6	0	47.3	89.7
HtGene2036	9213	31.9	9213	9213	373	0	194	0	5751	228	0	594	4029	9213	640	640	0	7989	0	49.7	49.7	87.4	92.5	95.0	0	59.4	90.9	95.7	89.1	63.7	49.9	87.4	85.1	96.7	49.8	0
HtGene2046	1584	31.7	1584	1584	565	0	288	0	1584	485	0	809	530	1584	890	820	0	1401	0	100.0	100.0	98.4	100.0	100.0	0	94.4	85.6	0	95.6	98.8	99.1	92.7	91.9	0	99.8	0
HtGene2049	2433	30.7	2433	2433	0	0	0	0	1238	0	0	0	492	2433	0	0	0	2228	0	51.1	51.1	0	89.7	90.1	0	66.2	0	0	0	78.2	50.7	95.9	0	0	51.4	0
HtGene2055	1578	31.4	1578	1578	892	0	770	377	1539	864	588	937	822	1578	1392	1370	0	1288	0	99.9	99.9	97.6	0	97.2	96.6	94.5	86.7	98.8	96.3	99.0	99.2	93.8	92.8	98.8	96.1	0
HtGene2057	1221	31.0	1221	1221	0	0	0	0	1221	0	0	260	469	1221	291	140	0	1173	0	53.4	53.4	0	0	0	0	53.8	0	0	80.7	68.9	53.2	80.6	71.3	82.9	54.0	0
HtGene2060	990	30.1	990	990	305	0	178	0	966	551	278	375	353	990	459	468	0	643	0	100.0	100.0	100.0	100.0	100.0	0	94.8	85.5	100.0	100.0	99.8	99.6	92.2	94.2	0	99.9	0
HtGene2064	981	28.4	981	981	232	0	0	0	981	463	0	510	94	981	644	713	0	887	0	51.8	51.8	67.9	0	74.4	73.0	52.6	52.7	0	65.5	60.3	52.3	63.0	61.2	0	52.2	0
HtGene2105	4860	34.4	4859	4860	322	0	327	0	4637	630	0	672	2170	4860	923	830	0	4103	0	51.7	51.6	87.5	0	77.9	0	50.9	80.6	0	76.7	62.0	51.1	74.9	78.2	0	52.0	93.2
HtGene2112	2400	30.4	2400	2400	0	0	0	0	1746	0	0	0	778	2400	0	0	0	2102	0	51.4	51.4	0	79.8	0	86.2	60.7	0	0	86.0	66.5	51.4	85.4	79.7	0	51.8	0
HtGene2114	2124	32.9	2124	2124	0	0	108	0	492	0	0	198	1041	2124	0	0	155	1956	0	48.8	49.4	0	0	81.9	0	49.0	0	0	71.3	61.7	50.0	64.2	0	87.1	48.8	0
HtGene2120	8640	31.0	8640	8640	434	168	791	0	5534	1063	192	1518	4423	8640	2041	2363	0	7403	0	50.6	50.6	83.5	88.3	83.4	92.4	59.6	79.6	89.0	81.7	58.5	50.5	77.7	72.8	0	51.1	0
HtGene2133	1023	27.2	1023	1023	299	301	377	0	1023	793	0	367	189	1023	364	400	0	928	0	48.9	48.9	71.2	77.5	73.3	0	50.5	57.8	0	69.0	80.5	49.1	72.3	71.8	92.7	49.7	0
HtGene2140	552	26.4	552	552	164	0	229	0	552	304	0	472	144	552	391	405	0	504	0	100.0	100.0	100.0	0	93.3	100.0	94.7	88.6	0	93.7	99.0	99.5	95.7	97.5	0	100.0	0
HtGene2144	2001	34.7	2001	2001	246	0	0	0	1432	18	0	476	1266	2001	428	516	0	1743	0	49.7	49.7	83.7	0	78.8	0	55.0	90.7	0	74.1	55.8	49.7	72.0	63.1	97.4	47.6	0
HtGene2145	1317	35.0	1317	1317	0	0	0	0	1161	0	0	0	138	1263	0	0	0	951	0	53.8	53.8	0	0	0	0	52.0	100.0	0	0	71.4	52.5	81.8	69.0	0	52.9	73.1
HtGene2147	3075	28.5	3075	3075	0	0	0	0	2642	0	0	212	592	3075	683	848	0	2297	0	100.0	100.0	94.2	0	100.0	0	95.9	100.0	0	100.0	99.0	98.6	95.2	96.2	0	99.7	0
HtGene2148	4536	32.5	4535	4515	383	0	578	0	2262	650	290	577	1304	4427	922	930	278	3873	0	43.7	43.4	62.5	27.8	58.5	46.8	54.3	58.0	62.8	61.8	55.5	43.9	57.7	61.5	47.6	42.7	0
HtGene2150	2148	26.9	2148	2148	0	0	0	0	2116	0	0	0	667	2148	59	83	0	1765	0	100.0	100.0	100.0	0	0	100.0	97.7	0	0	0	99.5	99.1	100.0	100.0	0	99.9	0
HtGene2156	3699	33.3	3699	3689	637	0	655	221	3279	884	0	1057	1750	3689	1342	1758	0	3363	0	51.3	51.3	80.2	0	81.2	83.8	52.6	77.4	91.5	72.8	60.7	50.7	68.5	69.2	91.3	52.2	0
HtGene2167	3132	26.4	3132	3132	89	0	0	0	2599	0	0	2	771	3127	378	236	0	2729	0	52.4	52.4	91.5	0	90.1	0	57.2	91.2	91.3	82.5	63.0	52.1	82.8	79.6	0	52.1	0
HtGene2169	1971	30.5	1971	1971	573	0	782	143	1819	801	248	1025	904	1971	1268	1211	0	1497	0	100.0	100.0	99.9	100.0	97.9	100.0	94.0	86.0	100.0	96.1	98.9	99.0	91.9	95.1	0	99.6	99.2
HtGene2172	2622	26.9	2610	2555	195	0	438	0	2120	222	0	942	348	2556	1081	1482	0	2263	0	49.7	49.9	73.2	0	72.3	0	52.1	73.5	89.0	67.1	69.3	50.8	63.0	60.4	0	50.8	0
HtGene2173	660	29.7	660	652	401	0	482	0	660	124	100	544	386	660	437	574	0	600	0	100.0	100.0	97.7	0	97.7	100.0	96.2	90.3	100.0	94.6	99.4	99.4	92.8	92.9	0	99.3	0
HtGene2187	585	40.9	585	585	163	200	413	130	585	434	112	442	59	585	497	462	0	519	0	100.0	100.0	100.0	100.0	98.7	100.0	97.9	87.9	100.0	93.1	100.0	99.5	98.6	93.1	94.0	99.8	100.0
HtGene2194	804	33.0	804	804	0	0	121	0	804	404	0	170	536	804	0	0	0	733	0	100.0	100.0	0	0	100.0	0	93.9	83.6	0	91.4	98.5	98.9	0	100.0	100.0	100.0	0
HtGene2197	1503	31.7	1503	1503	609	0	817	0	1503	388	528	987	348	1503	1192	1205	150	1363	0	48.0	48.0	61.6	0	62.7	82.4	49.2	72.2	72.3	58.0	67.8	48.2	56.9	56.0	88.0	49.1	0
HtGene2201	8469	29.6	8469	8335	0	0	155	0	4622	127	0	414	3113	8414	544	680	73	7271	0	49.3	49.2	0	0	93.5	93.7	61.8	91.1	92.2	83.8	61.1	49.1	81.2	72.5	90.1	49.3	90.3
HtGene2206	4041	33.9	4041	4041	1404	0	1318	341	2742	1378	454	1829	2567	4037	2032	2193	175	3324	0	49.3	49.3	64.1	0	64.7	71.3	52.4	64.6	73.9	62.5	55.8	49.5	61.0	58.9	82.4	49.8	0
HtGene2215	5817	28.8	5815	5704	1469	0	1529	168	4664	260	462	2149	1589	5546	2410	2694	0	4267	0	51.7	51.7	64.1	93.7	68.1	78.7	53.5	87.7	80.0	60.7	65.4	52.2	57.5	56.1	0	51.9	84.7
