																																																		
#Gene_Name	Gene_Length	%GC_ref	102-11C_S3_L001_length	126-11c_S9_L001_length	1ES86798_S2_L001_length	1EV02973_S11_L001_length	1EV02981_S8_L001_length	2KK58589_S7_L001_length	2KR049010_S2_L001_length	512022_S1_L001_length	BL37577_S10_L001_length	BL37590_S4_L001_length	C00413_S5_L001_length	C00434_S6_L001_length	CC50362-2_S1_L001_length	CC50362-3_S4_L001_length	IMIN44_S12_L001_length	ZL10_S3_L001_length	102-11C_S3_L001_identity	126-11c_S9_L001_identity	1ES86798_S2_L001_identity	1EV02973_S11_L001_identity	1EV02981_S8_L001_identity	2KK58589_S7_L001_identity	2KR049010_S2_L001_identity	512022_S1_L001_identity	BL37577_S10_L001_identity	BL37590_S4_L001_identity	C00413_S5_L001_identity	C00434_S6_L001_identity	CC50362-2_S1_L001_identity	CC50362-3_S4_L001_identity	IMIN44_S12_L001_identity	ZL10_S3_L001_identity	102-11C_S3_L001_coverage	126-11c_S9_L001_coverage	1ES86798_S2_L001_coverage	1EV02973_S11_L001_coverage	1EV02981_S8_L001_coverage	2KK58589_S7_L001_coverage	2KR049010_S2_L001_coverage	512022_S1_L001_coverage	BL37577_S10_L001_coverage	BL37590_S4_L001_coverage	C00413_S5_L001_coverage	C00434_S6_L001_coverage	CC50362-2_S1_L001_coverage	CC50362-3_S4_L001_coverage	IMIN44_S12_L001_coverage	ZL10_S3_L001_coverage
HtGene3634	1569	36.6	1569	1569	166	0	371	0	1561	0	138	370	956	1569	366	454	0	0	99.9	100.0	53.1	0.0	90.0	0	89.8	0	30.3	44.8	99.3	98.8	73.2	32.8	0	0.0	100.0	100.0	10.6	0.0	23.6	0.0	99.5	0.0	8.8	23.6	60.9	100.0	23.3	28.9	0.0	0.0
HtGene3638	1767	25.1	1767	1720	591	278	482	205	1209	29	129	633	29	1568	654	959	29	29	99.9	99.4	76.0	81.8	70.1	55.1	88.6	4.7	42.7	76.6	12.5	88.7	64.9	69.3	96.6	96.6	100.0	97.3	33.4	15.7	27.3	11.6	68.4	1.6	7.3	35.8	1.6	88.7	37.0	54.3	1.6	1.6
HtGene3642	1122	31.2	1122	1122	368	21	407	0	1055	302	194	908	366	1055	867	1033	0	0	100.0	100.0	40.6	16.7	50.4	0.0	90.5	87.5	47.0	72.9	50.9	93.5	79.5	85.1	0	0.0	100.0	100.0	32.8	1.9	36.3	0.0	94.0	26.9	17.3	80.9	32.6	94.0	77.3	92.1	0.0	0.0
HtGene3654	1455	32.1	1455	1455	219	0	252	178	1052	0	123	309	212	1455	348	446	0	0	99.9	99.9	78.9	0	81.7	81.1	82.4	0	57.9	58.3	26.5	98.1	59.4	80.1	0	0	100.0	100.0	15.1	0.0	17.3	12.2	72.3	0.0	8.5	21.2	14.6	100.0	23.9	30.7	0.0	0.0
HtGene3655	3693	34.5	3693	3693	825	53	912	232	3656	320	607	1251	1777	3693	1636	1523	53	0	100.0	100.0	57.1	14.0	82.4	80.2	90.8	36.2	79.6	62.1	68.0	99.2	53.4	59.7	67.1	0.0	100.0	100.0	22.3	1.4	24.7	6.3	99.0	8.7	16.4	33.9	48.1	100.0	44.3	41.2	1.4	0.0
HtGene3669	2289	28.2	2289	2288	1258	323	1233	615	2120	1272	474	1341	304	2289	1431	1431	0	0	100.0	99.9	77.3	44.0	86.8	68.3	84.2	82.0	59.3	85.6	28.1	99.5	86.7	76.1	0.0	0	100.0	100.0	55.0	14.1	53.9	26.9	92.6	55.6	20.7	58.6	13.3	100.0	62.5	62.5	0.0	0.0
HtGene3675	2991	25.8	2986	2880	420	0	454	0	1716	357	137	687	154	2939	683	712	231	0	99.8	97.3	80.3	0.0	59.4	0.0	80.0	61.9	34.6	67.4	21.5	97.0	62.6	57.4	78.0	0.0	99.8	96.3	14.0	0.0	15.2	0.0	57.4	11.9	4.6	23.0	5.1	98.3	22.8	23.8	7.7	0.0
HtGene3684	1167	36.8	1167	1167	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	100.0	100.0	0	0	0.0	0.0	0	0	0	0.0	0	95.2	0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.9	0.0	0.0	0.0	0.0
HtGene3695	903	27.4	903	866	0	0	0	0	902	89	0	0	170	902	0	275	0	0	100.0	95.8	0	0.0	0	0.0	92.8	59.8	0	0	59.1	99.0	0.0	90.2	0	0	100.0	95.9	0.0	0.0	0.0	0.0	99.9	9.9	0.0	0.0	18.8	99.9	0.0	30.5	0.0	0.0
HtGene3699	4827	27.3	4827	4743	69	93	91	92	3132	108	89	314	1425	4777	727	894	84	128	99.9	99.6	13.7	100.0	94.8	72.4	80.1	89.3	89.9	34.4	68.1	97.5	44.1	56.8	55.6	46.5	100.0	98.3	1.4	1.9	1.9	1.9	64.9	2.2	1.8	6.5	29.5	99.0	15.1	18.5	1.7	2.7
HtGene3702	2970	34.6	2970	2970	751	82	428	91	2885	935	407	1128	1591	2970	1210	1748	71	91	100.0	100.0	67.2	27.6	80.3	88.2	88.4	74.9	68.4	59.0	68.9	99.1	67.6	75.2	77.2	39.9	100.0	100.0	25.3	2.8	14.4	3.1	97.1	31.5	13.7	38.0	53.6	100.0	40.7	58.9	2.4	3.1
HtGene3704	1287	25.5	1287	1287	0	0	0	0	1086	0	0	0	468	1287	268	388	0	0	99.9	100.0	0.0	0.0	0	0	80.0	0.0	0	0	50.0	99.4	64.5	78.1	0	0	100.0	100.0	0.0	0.0	0.0	0.0	84.4	0.0	0.0	0.0	36.4	100.0	20.8	30.1	0.0	0.0
HtGene3709	1008	33.8	1008	1008	542	0	417	0	897	0	253	675	450	1008	714	792	0	0	100.0	100.0	70.9	0	57.4	0.0	94.2	0.0	35.9	82.2	66.4	99.0	68.2	74.4	0	0	100.0	100.0	53.8	0.0	41.4	0.0	89.0	0.0	25.1	67.0	44.6	100.0	70.8	78.6	0.0	0.0
HtGene3710	1092	31.4	1092	1007	653	544	723	0	982	581	292	938	136	1044	942	939	0	0	100.0	96.5	66.1	85.0	73.0	0.0	92.8	65.5	42.1	86.0	42.4	94.9	83.6	84.9	0	0	100.0	92.2	59.8	49.8	66.2	0.0	89.9	53.2	26.7	85.9	12.5	95.6	86.3	86.0	0.0	0.0
HtGene3715	3363	34.1	3363	2943	28	24	0	0	2220	0	0	52	359	3289	453	435	0	20	99.7	89.2	7.1	50.0	0	0.0	77.4	0.0	0.0	10.1	35.0	95.8	79.7	46.6	0.0	6.2	100.0	87.5	0.8	0.7	0.0	0.0	66.0	0.0	0.0	1.5	10.7	97.8	13.5	12.9	0.0	0.6
HtGene3726	798	25.3	798	631	46	74	165	55	691	49	120	159	81	778	78	66	40	69	100.0	95.0	57.5	100.0	91.3	36.7	85.5	90.7	63.5	85.2	69.0	96.6	38.8	58.4	78.4	74.2	100.0	79.1	5.8	9.3	20.7	6.9	86.6	6.1	15.0	19.9	10.2	97.5	9.8	8.3	5.0	8.6
HtGene3738	4242	24.5	4242	3982	349	0	518	70	3613	42	224	997	994	4192	780	932	0	46	100.0	97.1	37.0	0.0	62.2	59.8	89.5	44.2	60.7	69.6	48.0	97.9	62.5	58.1	0.0	86.8	100.0	93.9	8.2	0.0	12.2	1.7	85.2	1.0	5.3	23.5	23.4	98.8	18.4	22.0	0.0	1.1
HtGene3741	1077	29.2	1077	1077	0	0	0	0	672	0	0	198	161	1077	0	0	0	0	100.0	100.0	0	0	0	0	68.9	0.0	0.0	23.6	24.4	98.9	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	62.4	0.0	0.0	18.4	14.9	100.0	0.0	0.0	0.0	0.0
HtGene3742	609	26.3	609	609	0	0	0	0	483	0	0	0	0	609	0	0	0	0	100.0	100.0	0	0	0	0	96.1	0	0	0	0.0	99.2	0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	79.3	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0
HtGene3752	3336	31.3	3336	3279	989	0	960	487	3295	728	245	1579	522	3335	1799	2080	0	0	100.0	100.0	57.1	0.0	63.5	72.7	90.7	47.2	38.5	64.0	27.5	98.6	72.4	80.6	0.0	0.0	100.0	98.3	29.6	0.0	28.8	14.6	98.8	21.8	7.3	47.3	15.6	100.0	53.9	62.4	0.0	0.0
HtGene3757	570	26.7	570	558	206	0	90	0	525	0	81	90	110	570	318	319	0	0	100.0	97.9	92.3	0.0	91.1	0	92.2	0	85.6	36.3	66.1	99.5	67.0	90.1	0	0	100.0	97.9	36.1	0.0	15.8	0.0	92.1	0.0	14.2	15.8	19.3	100.0	55.8	56.0	0.0	0.0
HtGene3763	4137	24.2	4137	3869	934	158	1024	585	2938	761	201	1337	567	3813	1461	1495	224	0	100.0	94.5	54.9	36.1	86.8	80.3	77.6	68.8	18.2	72.5	36.9	91.7	71.5	64.2	88.5	0.0	100.0	93.5	22.6	3.8	24.8	14.1	71.0	18.4	4.9	32.3	13.7	92.2	35.3	36.1	5.4	0.0
HtGene3772	6057	32.0	6057	6057	123	23	292	16	3863	0	0	212	1934	6057	142	113	0	0	100.0	100.0	34.8	63.9	63.9	42.1	71.4	0.0	0.0	39.2	72.8	98.8	18.2	12.9	0.0	0.0	100.0	100.0	2.0	0.4	4.8	0.3	63.8	0.0	0.0	3.5	31.9	100.0	2.3	1.9	0.0	0.0
HtGene3779	2187	31.6	2187	2146	216	0	578	0	1614	0	0	617	809	2167	864	914	0	0	99.9	98.6	45.5	0	55.2	0.0	84.3	0.0	0.0	74.2	49.9	98.3	64.2	78.3	0	0	100.0	98.1	9.9	0.0	26.4	0.0	73.8	0.0	0.0	28.2	37.0	99.1	39.5	41.8	0.0	0.0
HtGene3784	3654	24.5	3654	3639	27	0	0	69	1729	97	0	33	501	3642	255	271	84	42	100.0	99.6	18.2	0.0	0.0	57.5	62.0	96.0	0.0	28.7	34.2	98.6	52.7	38.8	78.5	37.6	100.0	99.6	0.7	0.0	0.0	1.9	47.3	2.7	0.0	0.9	13.7	99.7	7.0	7.4	2.3	1.1
HtGene3797	6168	29.6	6168	6168	986	99	795	553	4394	582	536	1591	1418	6168	1244	1719	36	109	100.0	100.0	60.4	52.9	55.9	74.1	81.0	57.0	59.7	67.8	41.0	98.8	66.4	52.2	40.9	60.0	100.0	100.0	16.0	1.6	12.9	9.0	71.2	9.4	8.7	25.8	23.0	100.0	20.2	27.9	0.6	1.8
HtGene3820	4482	29.1	4482	4365	288	0	0	0	3251	272	59	289	1582	4233	1091	1347	0	0	100.0	98.8	46.2	0.0	0.0	0	81.3	50.5	49.2	29.6	47.7	98.6	55.6	75.7	0.0	0.0	100.0	97.4	6.4	0.0	0.0	0.0	72.5	6.1	1.3	6.4	35.3	94.4	24.3	30.1	0.0	0.0
HtGene3822	2109	25.7	2109	2109	0	26	26	0	1443	0	125	32	422	2109	67	447	0	0	100.0	100.0	0.0	32.5	100.0	0	75.8	0	100.0	39.5	63.8	97.7	20.0	63.8	0	0	100.0	100.0	0.0	1.2	1.2	0.0	68.4	0.0	5.9	1.5	20.0	100.0	3.2	21.2	0.0	0.0
HtGene3843	4071	29.0	4071	4071	90	45	493	110	2877	42	201	607	1432	4071	591	1161	31	42	99.9	100.0	58.9	81.5	46.3	57.9	83.9	15.1	45.1	57.6	55.5	98.5	60.4	66.2	21.1	85.7	100.0	100.0	2.2	1.1	12.1	2.7	70.7	1.0	4.9	14.9	35.2	100.0	14.5	28.5	0.8	1.0
HtGene3845	2049	28.9	2049	2049	21	0	0	0	1597	0	0	0	543	2049	0	133	0	0	100.0	100.0	19.4	0	0	0	86.8	0	0	0.0	44.2	98.5	0.0	67.6	0	0.0	100.0	100.0	1.0	0.0	0.0	0.0	77.9	0.0	0.0	0.0	26.5	100.0	0.0	6.5	0.0	0.0
HtGene3855	3222	31.9	3222	3222	2550	545	2027	1308	3205	1402	625	2412	1564	3222	2832	2838	0	0	100.0	100.0	85.7	68.1	79.0	64.1	91.7	78.8	45.5	81.6	78.6	99.5	88.1	88.3	0	0	100.0	100.0	79.1	16.9	62.9	40.6	99.5	43.5	19.4	74.9	48.5	100.0	87.9	88.1	0.0	0.0
HtGene3864	492	32.1	492	492	465	0	401	63	492	368	456	491	0	492	492	492	127	0	100.0	100.0	83.9	0.0	72.5	13.8	95.9	85.6	85.8	86.6	0.0	99.4	88.0	88.2	93.7	0	100.0	100.0	94.5	0.0	81.5	12.8	100.0	74.8	92.7	99.8	0.0	100.0	100.0	100.0	25.8	0.0
HtGene3868	1812	26.8	1812	1812	29	0	0	0	1230	0	0	0	666	1812	341	850	0	0	100.0	100.0	10.4	0.0	0	0	79.5	0	0	0	72.1	98.7	50.3	79.4	0	0	100.0	100.0	1.6	0.0	0.0	0.0	67.9	0.0	0.0	0.0	36.8	100.0	18.8	46.9	0.0	0.0
HtGene3874	1152	29.3	1152	1152	857	15	624	13	985	255	0	966	401	1151	944	918	0	14	100.0	100.0	77.5	100.0	58.5	8.5	95.2	81.5	0.0	83.2	54.1	99.1	82.9	81.1	0.0	7.9	100.0	100.0	74.4	1.3	54.2	1.1	85.5	22.1	0.0	83.9	34.8	99.9	81.9	79.7	0.0	1.2
HtGene3877	2019	28.3	2019	2019	317	92	256	110	1862	241	101	476	889	2019	614	628	77	88	100.0	100.0	38.5	30.9	54.1	83.6	86.0	32.3	81.3	68.5	67.3	99.0	80.3	50.3	36.0	68.2	100.0	100.0	15.7	4.6	12.7	5.4	92.2	11.9	5.0	23.6	44.0	100.0	30.4	31.1	3.8	4.4
HtGene3892	1212	32.3	1212	1212	505	0	543	300	1055	339	443	505	626	1212	691	773	162	0	100.0	100.0	90.5	0	73.8	93.4	83.6	68.7	81.9	76.6	90.1	99.0	67.8	68.2	90.1	0	100.0	100.0	41.7	0.0	44.8	24.8	87.0	28.0	36.6	41.7	51.7	100.0	57.0	63.8	13.4	0.0
HtGene3893	2964	30.2	2964	2964	1671	0	1462	515	2523	1835	344	1759	564	2964	1882	1880	163	0	100.0	100.0	80.8	0.0	76.9	66.6	91.2	82.3	48.1	84.8	29.4	98.8	88.5	77.1	51.2	0	100.0	100.0	56.4	0.0	49.3	17.4	85.1	61.9	11.6	59.3	19.0	100.0	63.5	63.4	5.5	0.0
HtGene3894	2124	25.6	2124	2086	0	2	0	0	593	0	0	0	595	2071	5	5	0	29	100.0	99.5	0	4.4	0.0	0	43.4	0.0	0.0	0.0	53.1	95.8	1.4	3.5	0.0	10.9	100.0	98.2	0.0	0.1	0.0	0.0	27.9	0.0	0.0	0.0	28.0	97.5	0.2	0.2	0.0	1.4
HtGene3900	984	24.8	984	984	0	0	0	0	984	337	0	0	305	984	0	0	0	0	100.0	100.0	0	0	0	0	91.7	65.2	0	0.0	77.6	98.9	0.0	0.0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	100.0	34.2	0.0	0.0	31.0	100.0	0.0	0.0	0.0	0.0
HtGene3909	1845	30.0	1845	1845	405	4	4	265	1845	248	4	225	435	1845	661	860	1	4	100.0	100.0	54.9	100.0	80.0	81.3	92.1	59.8	100.0	70.7	79.6	99.3	55.6	74.0	25.0	80.0	100.0	100.0	22.0	0.2	0.2	14.4	100.0	13.4	0.2	12.2	23.6	100.0	35.8	46.6	0.1	0.2
HtGene3911	1277	27.2	1276	1216	342	0	210	0	1051	410	0	541	139	1179	1014	1022	0	0	99.8	95.1	48.4	0	37.5	0	90.8	54.9	0.0	56.6	16.8	90.6	82.5	84.5	0	0.0	99.9	95.2	26.8	0.0	16.4	0.0	82.3	32.1	0.0	42.4	10.9	92.3	79.4	80.0	0.0	0.0
HtGene3920	2151	29.9	2151	2151	844	233	829	243	2151	0	50	1155	610	2151	1380	1472	0	0	100.0	100.0	60.4	79.6	78.9	65.0	93.1	0.0	6.7	80.9	58.9	99.3	68.0	59.5	0	0	100.0	100.0	39.2	10.8	38.5	11.3	100.0	0.0	2.3	53.7	28.4	100.0	64.2	68.4	0.0	0.0
HtGene3926	5004	27.0	5004	4993	308	0	273	161	3992	53	169	615	1715	4818	439	479	0	37	99.9	99.7	63.7	0.0	66.7	92.1	86.2	54.1	30.0	47.7	57.2	95.2	31.4	21.8	0.0	100.0	100.0	99.8	6.2	0.0	5.5	3.2	79.8	1.1	3.4	12.3	34.3	96.3	8.8	9.6	0.0	0.7
HtGene3930	3325	27.5	3259	3201	81	39	49	55	1394	46	106	49	1405	3254	92	95	40	104	99.8	98.3	90.0	84.8	43.1	98.2	80.7	86.5	89.8	10.9	79.7	97.1	23.4	20.1	17.2	90.4	98.0	96.3	2.4	1.2	1.5	1.7	41.9	1.4	3.2	1.5	42.3	97.9	2.8	2.9	1.2	3.1
HtGene3937	1623	27.6	1623	1623	883	0	927	321	1539	526	324	1361	479	1567	1320	1099	0	0	99.9	99.9	77.2	0.0	71.1	62.6	93.0	57.5	77.4	86.2	64.6	95.7	81.5	71.2	0	0	100.0	100.0	54.4	0.0	57.1	19.8	94.8	32.4	20.0	83.9	29.5	96.5	81.3	67.7	0.0	0.0
HtGene3948	1752	30.1	1752	1752	415	0	504	265	1752	319	0	785	692	1752	930	1250	0	0	99.8	99.8	71.5	0	38.7	70.4	93.3	82.2	0.0	58.6	99.0	99.5	65.1	64.1	0	0	100.0	100.0	23.7	0.0	28.8	15.1	100.0	18.2	0.0	44.8	39.5	100.0	53.1	71.3	0.0	0.0
HtGene3961	2787	29.4	2784	2762	484	65	459	44	2655	767	265	1038	635	2698	1320	1461	36	86	99.4	99.5	54.4	61.9	47.2	19.2	89.1	67.8	51.3	87.4	40.9	95.2	79.6	76.1	51.4	96.5	99.9	99.1	17.4	2.3	16.5	1.6	95.3	27.5	9.5	37.2	22.8	96.8	47.4	52.4	1.3	3.1
HtGene3962	833	28.8	833	833	297	0	337	0	832	0	0	457	325	833	479	463	0	0	99.6	99.6	75.1	0	63.1	0	92.6	0.0	0.0	52.1	78.9	98.4	59.7	78.9	0	0	100.0	100.0	35.7	0.0	40.5	0.0	99.9	0.0	0.0	54.9	39.0	100.0	57.5	55.6	0.0	0.0
HtGene3968	3921	26.2	3921	3901	1107	0	848	141	2790	1012	118	1290	1053	3901	1623	1663	0	27	99.7	99.8	82.8	0.0	49.5	46.2	83.8	68.5	22.4	68.8	50.4	98.5	76.4	70.4	0.0	14.0	100.0	99.5	28.2	0.0	21.6	3.6	71.2	25.8	3.0	32.9	26.9	99.5	41.4	42.4	0.0	0.7
HtGene3974	1296	27.8	1296	1296	300	0	467	0	1296	0	134	500	703	1296	1115	1162	0	0	99.8	99.8	37.0	0	64.7	0	93.7	0	17.1	58.0	76.5	98.6	81.1	80.8	0	0	100.0	100.0	23.1	0.0	36.0	0.0	100.0	0.0	10.3	38.6	54.2	100.0	86.0	89.7	0.0	0.0
HtGene3983	588	26.5	588	588	0	0	0	0	588	0	0	0	269	588	0	0	0	0	99.5	99.5	0	0	0	0	91.8	0	0	0	99.6	98.8	0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	45.7	100.0	0.0	0.0	0.0	0.0
HtGene3996	3126	29.2	3126	3126	213	195	201	211	637	241	222	222	1315	3119	206	205	197	164	99.7	99.7	87.2	80.6	57.8	87.3	68.0	86.0	63.7	37.5	71.0	97.9	31.3	20.8	97.5	88.5	100.0	100.0	6.8	6.2	6.4	6.7	20.4	7.7	7.1	7.1	42.1	99.8	6.6	6.6	6.3	5.2
HtGene3998	1188	27.7	1188	1136	281	0	503	0	1188	401	451	828	415	1188	693	895	190	0	99.2	95.0	60.2	0.0	55.6	0.0	88.9	61.7	59.5	82.0	62.6	98.9	72.8	73.0	100.0	0	100.0	95.6	23.7	0.0	42.3	0.0	100.0	33.8	38.0	69.7	34.9	100.0	58.3	75.3	16.0	0.0
HtGene3999	594	27.4	594	594	257	0	0	0	594	0	0	325	0	594	356	370	0	0	99.0	99.0	71.8	0	0.0	0	91.8	0	0.0	76.4	0.0	98.1	73.8	56.7	0	0	100.0	100.0	43.3	0.0	0.0	0.0	100.0	0.0	0.0	54.7	0.0	100.0	59.9	62.3	0.0	0.0
HtGene4004	1707	28.5	1707	1707	1290	315	1508	723	1707	1625	1088	1707	964	1707	1707	1707	294	0	99.8	99.8	76.8	51.7	81.6	52.0	92.7	83.9	74.8	89.0	87.0	99.4	88.7	88.8	66.8	0	100.0	100.0	75.6	18.5	88.3	42.4	100.0	95.2	63.7	100.0	56.5	100.0	100.0	100.0	17.2	0.0
HtGene4007	3957	26.3	3957	3899	0	21	29	0	1858	97	41	68	524	3956	45	137	32	47	99.7	98.2	0.0	26.2	43.9	0.0	61.0	86.6	41.4	14.7	57.6	97.8	60.0	25.2	100.0	51.1	100.0	98.5	0.0	0.5	0.7	0.0	47.0	2.5	1.0	1.7	13.2	100.0	1.1	3.5	0.8	1.2
HtGene4011	3869	28.1	3869	3600	532	139	0	160	2337	441	433	359	1300	3620	829	1056	0	29	99.5	97.8	48.6	58.9	0.0	41.7	82.6	57.5	50.5	68.2	50.4	94.9	65.4	52.5	0.0	13.0	100.0	93.0	13.8	3.6	0.0	4.1	60.4	11.4	11.2	9.3	33.6	93.6	21.4	27.3	0.0	0.7
HtGene4012	2043	24.7	2042	1943	167	45	174	0	1252	0	0	262	191	2038	481	555	0	40	99.6	96.1	71.2	88.2	70.2	0	75.7	0.0	0.0	73.0	22.2	98.2	68.9	57.9	0	100.0	100.0	95.1	8.2	2.2	8.5	0.0	61.3	0.0	0.0	12.8	9.3	99.8	23.5	27.2	0.0	2.0
HtGene4029	3684	35.9	3684	3684	0	0	0	0	1481	0	0	0	2137	3684	0	0	0	0	99.8	99.8	0.0	0	0.0	0.0	72.5	0.0	0	0	78.9	97.1	0.0	0.0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	40.2	0.0	0.0	0.0	58.0	100.0	0.0	0.0	0.0	0.0
HtGene4031	2904	26.2	2904	2879	203	0	393	0	1695	96	295	433	1125	2805	416	421	0	0	99.8	99.0	62.6	0	83.4	0	71.3	23.3	76.4	59.6	75.8	95.0	55.1	62.1	0	0.0	100.0	99.1	7.0	0.0	13.5	0.0	58.4	3.3	10.2	14.9	38.7	96.6	14.3	14.5	0.0	0.0
HtGene4032	6284	33.1	6284	6284	0	0	0	0	1241	0	0	0	3540	6265	0	165	0	0	99.7	99.7	0.0	0.0	0.0	0	41.0	0	0	0	76.4	97.0	0.0	12.0	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	19.7	0.0	0.0	0.0	56.3	99.7	0.0	2.6	0.0	0.0
HtGene4036	1623	35.7	1623	1623	1172	272	1254	297	1623	1281	872	1522	608	1623	1552	1516	0	0	99.8	99.8	72.0	22.1	73.4	31.0	94.1	79.2	57.8	82.7	59.6	99.4	83.5	83.0	0.0	0	100.0	100.0	72.2	16.8	77.3	18.3	100.0	78.9	53.7	93.8	37.5	100.0	95.6	93.4	0.0	0.0
HtGene4037	1050	26.9	1050	1050	258	0	0	0	1005	0	0	0	206	1050	600	615	0	0	99.6	99.7	80.6	0	0	0	93.5	0.0	0	0	26.5	98.8	82.6	84.0	0	0	100.0	100.0	24.6	0.0	0.0	0.0	95.7	0.0	0.0	0.0	19.6	100.0	57.1	58.6	0.0	0.0
HtGene4057	4185	26.3	4166	4175	241	43	375	0	2280	57	0	543	620	3915	638	1014	0	0	99.0	99.4	46.0	28.3	68.0	0.0	70.1	41.9	0.0	54.4	31.5	95.6	32.5	46.6	0.0	0.0	99.5	99.8	5.8	1.0	9.0	0.0	54.5	1.4	0.0	13.0	14.8	93.5	15.2	24.2	0.0	0.0
HtGene4058	816	33.2	795	816	0	0	0	0	295	0	0	0	309	784	0	0	235	0	95.6	98.2	0	0.0	0	0.0	82.4	0	0	0	54.7	94.4	0.0	0.0	71.9	0	97.4	100.0	0.0	0.0	0.0	0.0	36.2	0.0	0.0	0.0	37.9	96.1	0.0	0.0	28.8	0.0
HtGene4062	1881	23.2	1874	1706	146	0	0	0	1162	219	0	0	493	1660	237	549	0	0	99.0	90.0	71.8	0	0	0.0	60.4	81.0	0.0	0.0	62.0	88.1	50.2	61.1	0	0	99.6	90.7	7.8	0.0	0.0	0.0	61.8	11.6	0.0	0.0	26.2	88.3	12.6	29.2	0.0	0.0
HtGene4074	489	32.3	489	489	350	0	273	79	489	0	0	317	156	489	488	488	0	0	99.4	99.4	71.4	0.0	49.7	32.2	93.9	0.0	0	83.5	100.0	99.2	85.7	84.9	0	0	100.0	100.0	71.6	0.0	55.8	16.2	100.0	0.0	0.0	64.8	31.9	100.0	99.8	99.8	0.0	0.0
HtGene4078	3723	26.0	3723	3723	0	0	0	0	1561	0	0	0	1218	3653	0	140	0	0	99.7	99.7	0	0	0	0	70.6	0	0	0	54.4	96.4	0.0	30.6	0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	41.9	0.0	0.0	0.0	32.7	98.1	0.0	3.8	0.0	0.0
HtGene4080	426	34.0	426	426	0	0	0	0	0	0	0	0	316	426	0	0	0	0	98.4	98.4	0	0	0	0	0.0	0	0	0	97.8	96.7	0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.2	100.0	0.0	0.0	0.0	0.0
HtGene4081	711	28.6	711	711	0	0	0	0	0	0	0	0	155	711	0	0	0	0	98.3	98.3	0	0	0	0	0	0	0	0	49.2	96.3	0	0	0	0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	100.0	0.0	0.0	0.0	0.0
HtGene4083	5016	28.6	5016	5016	655	99	483	271	4228	516	263	1102	1318	5016	1259	1694	209	0	99.9	99.9	64.4	97.1	70.6	80.1	85.0	47.1	51.0	59.1	60.2	99.0	46.6	60.7	40.3	0.0	100.0	100.0	13.1	2.0	9.6	5.4	84.3	10.3	5.2	22.0	26.3	100.0	25.1	33.8	4.2	0.0
HtGene4101	948	26.4	948	948	0	0	0	202	243	0	0	0	222	948	0	0	0	0	99.7	99.7	0	0.0	0	99.0	56.1	0	0.0	0	55.4	98.0	0.0	0	0	0	100.0	100.0	0.0	0.0	0.0	21.3	25.6	0.0	0.0	0.0	23.4	100.0	0.0	0.0	0.0	0.0
HtGene4106	2424	28.2	2415	2415	294	40	336	122	2000	830	218	672	661	2399	1312	1359	232	0	99.8	99.8	41.5	12.6	85.4	54.6	85.0	60.4	91.4	64.8	66.9	97.7	80.9	84.7	98.7	0.0	99.6	99.6	12.1	1.7	13.9	5.0	82.5	34.2	9.0	27.7	27.3	99.0	54.1	56.1	9.6	0.0
HtGene4119	1092	28.8	1048	1028	441	0	686	0	969	331	577	707	473	1048	790	852	125	0	99.1	97.2	61.3	0	86.0	0.0	92.5	48.1	78.8	73.3	58.3	98.3	82.8	81.0	38.3	0	96.0	94.1	40.4	0.0	62.8	0.0	88.7	30.3	52.8	64.7	43.3	96.0	72.3	78.0	11.4	0.0
HtGene4121	951	32.2	951	942	299	0	342	163	942	449	485	406	593	951	853	888	0	0	99.1	98.4	37.5	0.0	48.0	52.3	90.7	71.2	64.7	51.1	66.4	98.3	79.4	82.2	0	0	100.0	99.1	31.4	0.0	36.0	17.1	99.1	47.2	51.0	42.7	62.4	100.0	89.7	93.4	0.0	0.0
HtGene4125	1239	32.4	1239	1239	320	0	533	182	1239	0	0	784	462	1239	1045	1045	0	0	99.8	99.8	32.8	0	59.3	28.7	92.2	0.0	0.0	73.2	73.9	99.1	85.3	85.5	0	0	100.0	100.0	25.8	0.0	43.0	14.7	100.0	0.0	0.0	63.3	37.3	100.0	84.3	84.3	0.0	0.0
